Ном		Стпт		Фстрт		Шстр		ндлн		фдлн		шлдн
6709		306		306		0		48		48		0
6079		197		197		0		99		99		0
71		5		5		0		49		49		0
409		7		7		0		143		51		0
5904		186		186		0		8		8		0
2392		81		81		0		0		0		0
1992		4		0		0		47		13		0
2273		2		2		0		78		78		0
5516		8		8		0		173		173		0
2928		2		2		0		196		196		0
6592		8		8		0		0		0		0
9880		558		548		0		169		169		0
8079		148		148		0		39		39		0
171		2		2		0		136		136		0
5331		189		189		0		8		8		0
1883		183		183		0		0		0		0
628		1		1		0		177		177		0
3326		11		11		0		51		7		0
9871		435		435		0		10		10		0
3922		67		67		0		74		74		0
2441		5		5		0		43		43		0
3145		3		3		0		56		56		0
7938		270		270		0		162		162		0
7172		165		165		0		102		102		0
1532		7		7		0		151		151		0
4746		1		0		0		140		140		0
2813		1		1		0		61		61		0
3997		1		1		0		121		121		0
6483		78		78		0		141		141		0
6226		7		7		0		71		71		0
4663		146		146		0		198		198		0
2958		5		5		0		134		134		0
5058		40		40		0		177		177		0
5018		13		13		0		21		21		0
2303		5		5		0		0		0		0
9759		249		249		0		59		53		0
6965		239		239		0		0		0		0
3646		226		226		0		12		12		0
291		176		176		0		50		50		0
48		9		9		0		159		159		0
472		5		5		0		50		50		0
6216		9		9		0		0		0		0
8811		201		201		0		122		122		0
4203		186		129		0		10		10		0
2539		1		1		0		176		128		0
9037		349		349		0		199		199		0
4999		192		192		0		0		0		0
1703		1		1		0		23		23		0
2072		2		2		0		185		185		0
2690		6		6		0		155		155		0
8467		129		121		0		172		172		0
3864		8		8		0		116		113		0
8942		313		313		0		36		36		0
4301		112		112		0		106		106		0
2704		10		10		0		94		94		0
1770		1		1		0		0		0		0
7085		214		214		0		96		96		0
6507		13		13		0		194		96		0
5691		6		6		0		0		0		0
6143		11		11		0		0		0		0
6764		9		9		0		34		34		0
8388		9		9		0		79		59		0
5924		11		11		0		24		24		0
9365		218		218		0		144		144		0
4340		24		24		0		78		78		0
647		4		4		0		11		3		0
5614		163		163		0		51		51		0
4013		55		55		0		103		103		0
2102		4		4		0		44		44		0
9656		362		362		0		161		93		0
7361		11		11		0		88		88		0
1783		9		9		0		0		0		0
9082		193		193		0		106		106		0
3295		69		69		0		96		96		0
2067		9		9		0		55		55		0
6281		2		2		0		186		186		0
9189		206		197		0		150		150		0
4143		67		67		0		59		59		0
3584		3		3		0		59		59		0
9145		7		7		0		190		190		0
4537		6		6		0		0		0		0
9289		6		6		0		102		102		0
4541		5		5		0		0		0		0
7292		40		40		0		95		21		0
6549		4		4		0		27		27		0
9607		394		394		0		131		131		0
9246		197		197		0		193		193		0
5828		66		66		0		130		130		0
2070		5		0		0		55		55		0
7942		2		2		0		51		51		0
9997		1223		1132		0		156		98		16472
9973		1186		1132		3132		0		0		0
9853		817		817		0		0		0		0
1333		7		7		0		83		83		0
9825		730		730		0		77		77		0
1461		5		5		0		139		139		0
9793		637		637		0		87		87		0
9545		523		523		0		104		104		0
805		7		7		0		0		0		0
5813		344		344		0		137		24		0
4740		288		288		0		46		46		0
1130		11		11		0		160		160		0
2917		87		87		0		197		197		0
2415		4		4		0		79		73		0
5700		9		9		0		78		78		0
4886		5		5		0		0		0		0
9493		518		518		0		0		0		0
9449		197		197		0		32		32		0
4852		167		157		0		28		28		0
4517		4		4		0		153		153		0
5308		9		9		0		97		97		0
5397		7		0		0		118		118		0
9461		482		477		0		26		26		0
8034		134		134		0		0		0		0
2603		10		10		0		124		124		0
8239		305		305		0		172		172		0
4707		304		304		0		0		0		0
4602		127		127		0		172		172		0
3557		8		8		0		112		112		0
5377		4		4		0		136		136		0
5206		213		213		0		48		40		0
1506		5		5		0		186		168		0
1964		145		145		0		65		65		0
1646		8		8		0		134		134		0
2902		2		2		0		183		183		0
9733		378		378		0		72		72		0
9709		200		197		0		178		178		0
4543		41		33		0		99		99		0
2676		4		4		0		29		29		0
4414		11		11		0		0		0		0
8978		5		5		0		192		192		0
4461		1		0		0		94		36		0
6956		14		14		0		102		102		0
6012		8		8		0		0		0		0
6998		187		187		0		0		0		0
5238		115		115		0		0		0		0
646		11		11		0		100		100		0
6251		78		78		0		0		0		0
4826		2		2		0		74		74		0
6579		47		47		0		132		132		0
4967		11		11		0		31		31		0
9419		553		553		0		0		0		0
9214		358		358		0		191		191		0
307		11		11		0		51		19		0
550		9		9		0		7		2		0
1774		167		167		0		57		14		0
1754		7		7		0		160		160		0
8570		83		83		0		0		0		0
7041		5		5		0		72		72		0
8844		255		255		0		98		59		0
7996		222		222		0		23		23		0
6795		168		168		0		54		54		0
2765		1		1		0		164		164		0
4037		278		278		0		187		187		0
1340		9		9		0		110		110		0
3219		169		169		0		106		28		0
2063		9		0		0		150		150		0
6869		158		157		0		102		102		0
5802		31		31		0		126		126		0
210		1		1		0		20		20		0
6753		5		5		0		0		0		0
9262		452		452		0		5		5		0
2628		96		96		0		200		200		0
147		5		0		0		89		89		0
7422		277		277		0		169		169		0
1794		4		4		0		199		199		0
5970		117		117		0		159		159		0
3485		114		114		0		0		0		0
3325		2		0		0		106		106		0
3926		9		9		0		96		96		0
3462		1		1		0		5		5		0
8081		11		11		0		126		126		0
7242		5		5		0		141		141		0
9930		995		945		0		187		187		0
9513		503		503		0		0		0		0
292		6		6		0		92		92		0
9281		333		333		0		164		164		0
722		4		4		0		168		168		0
8862		219		219		0		105		105		0
8345		200		200		0		13		13		0
3016		3		3		0		6		6		0
4266		8		8		0		185		51		0
5063		2		2		0		80		80		0
5785		8		8		0		0		0		0
1350		2		0		0		145		145		0
9907		820		777		2537		168		168		0
9804		594		594		0		96		51		0
85		5		5		0		182		182		0
7791		393		393		0		65		65		0
6980		358		353		0		27		27		0
417		4		4		0		0		0		0
1940		8		8		0		7		7		0
3355		164		164		0		34		34		0
3183		1		1		0		160		160		0
6834		253		253		0		100		100		0
3464		135		135		0		113		113		0
2092		2		0		0		131		131		0
5732		30		30		0		147		147		0
2093		9		0		0		15		15		0
4185		1		1		0		0		0		0
5199		129		129		0		115		115		0
4769		11		11		0		112		108		0
9532		389		380		0		195		195		0
8975		361		361		0		19		19		0
8468		340		340		0		18		18		0
7155		199		199		0		68		68		0
4758		20		20		0		47		47		0
153		9		9		0		3		3		0
466		4		0		0		185		185		0
1424		6		6		0		19		19		0
4777		200		200		0		99		99		0
1362		2		2		0		193		193		0
2314		21		21		0		0		0		0
1769		11		11		0		0		0		0
2822		1		1		0		64		64		0
8095		152		152		0		188		188		0
6779		108		108		0		34		34		0
3942		4		4		0		102		102		0
4155		8		8		0		1		1		0
6487		11		11		0		20		20		0
9267		198		194		0		146		146		0
133		4		4		0		106		106		0
2701		8		8		0		81		81		0
3871		10		10		0		74		31		0
6183		161		161		0		26		26		0
4785		8		8		0		78		78		0
1915		4		4		0		0		0		0
4227		11		11		0		146		146		0
4269		2		2		0		192		192		0
6561		3		0		0		156		156		0
1417		7		7		0		121		121		0
8167		346		346		0		148		148		0
1525		2		2		0		89		89		0
7593		70		70		0		37		37		0
1832		8		8		0		55		55		0
7962		209		205		0		127		86		0
3184		119		119		0		65		65		0
3147		44		44		0		75		75		0
2468		38		38		0		0		0		0
1574		7		7		0		21		21		0
6495		12		12		0		193		193		0
3984		8		8		0		0		0		0
7419		55		55		0		182		182		0
2199		5		5		0		46		46		0
7169		107		107		0		0		0		0
5833		10		10		0		89		89		0
8888		362		362		0		113		113		0
7751		182		182		0		180		180		0
4477		161		161		0		12		12		0
2808		3		3		0		148		148		0
7437		139		139		0		0		0		0
4538		9		9		0		122		122		0
1422		8		0		0		0		0		0
3917		7		7		0		0		0		0
5475		3		3		0		0		0		0
6460		11		11		0		58		58		0
7987		6		6		0		81		81		0
9585		373		373		0		128		128		0
8565		224		224		0		141		141		0
4651		203		203		0		12		12		0
3653		198		198		0		0		0		0
2179		8		8		0		189		189		0
5581		6		6		0		66		66		0
9280		9		9		0		53		53		0
9774		777		736		0		41		41		0
9568		674		674		0		95		62		1980
2282		191		191		0		92		92		0
295		4		4		0		180		180		0
3170		8		0		0		154		154		0
9053		543		543		0		129		129		0
6314		222		222		0		7		7		0
2232		36		36		0		176		176		0
90		6		6		0		20		20		0
168		8		8		0		32		32		0
4553		5		0		0		139		139		0
7473		542		542		0		0		0		0
435		2		2		0		109		109		0
7086		413		413		0		129		129		0
6975		271		271		0		133		41		0
1584		9		9		0		0		0		0
4172		269		269		0		0		0		0
3528		191		191		0		69		69		0
1425		8		8		0		176		95		0
1670		7		7		0		184		184		0
5109		10		0		0		0		0		0
7544		5		5		0		65		65		0
9762		672		672		0		36		36		0
8940		662		662		0		8		8		0
968		5		5		0		48		48		0
8315		492		492		0		163		163		0
2817		136		136		0		0		0		0
748		3		3		0		128		128		0
7573		381		381		0		111		111		0
6448		207		207		0		168		168		0
5079		131		131		0		68		42		0
227		1		1		0		124		124		0
2837		3		3		0		79		29		0
8892		255		255		0		39		39		0
3538		182		182		0		68		68		0
309		3		3		0		175		175		0
8644		185		185		0		45		45		0
4159		115		115		0		2		2		0
896		6		6		0		106		106		0
4773		8		8		0		2		2		0
6510		39		39		0		136		136		0
5526		1		1		0		34		34		0
4862		10		0		0		106		106		0
6640		83		83		0		143		143		0
1798		11		11		0		64		64		0
9300		433		433		0		0		0		0
4859		5		5		0		22		22		0
5294		2		2		0		33		33		0
7399		253		253		0		174		174		0
6366		244		244		0		7		7		0
5726		185		185		0		56		56		0
720		10		10		0		0		0		0
1117		2		2		0		4		4		0
4035		57		54		0		33		33		0
1158		11		11		0		43		43		0
3084		144		144		0		32		32		0
2190		11		11		0		123		123		0
5625		4		4		0		173		173		0
9195		253		253		0		111		111		0
7677		188		188		0		56		56		0
4353		3		3		0		21		21		0
6270		3		3		0		185		185		0
9232		73		64		0		44		44		0
9060		7		7		0		57		57		0
9731		404		404		0		116		116		0
6756		19		19		0		1		1		0
839		9		9		0		0		0		0
9413		397		397		0		4		4		0
7612		291		291		0		96		96		0
4447		96		96		0		189		189		0
1004		10		10		0		78		78		0
2341		3		3		0		36		36		0
7872		350		350		0		21		21		0
5599		188		188		0		154		154		0
2671		183		183		0		0		0		0
356		5		5		0		171		171		0
4697		8		8		0		47		47		0
8673		1		1		0		0		0		0
9180		10		10		0		153		153		0
9269		5		5		0		105		87		0
9830		327		327		0		191		191		0
1545		10		10		0		137		137		0
2388		3		3		0		143		143		0
7924		256		256		0		67		67		0
4378		11		0		0		0		0		0
7513		251		251		0		0		0		0
6476		165		165		0		83		83		0
374		5		5		0		71		71		0
3234		3		3		0		157		157		0
7309		143		143		0		4		4		0
5641		9		9		0		129		75		0
6248		9		9		0		74		74		0
2667		10		10		0		79		76		0
3591		9		0		0		0		0		0
9197		119		119		0		136		136		0
4088		4		4		0		113		113		0
6466		76		76		0		167		167		0
5619		45		45		0		2		2		0
355		12		2		0		28		28		0
46		2		2		0		0		0		0
4243		3		3		0		73		73		0
9886		815		815		0		27		27		0
9551		645		645		0		82		82		0
3106		15		15		0		44		44		0
2239		8		8		0		0		0		0
8810		18		18		0		0		0		0
3851		9		9		0		0		0		0
9265		449		449		0		191		191		0
7192		143		143		0		31		31		0
3797		2		2		0		140		140		0
4427		1		1		0		162		162		0
8680		422		422		0		22		22		0
7188		284		284		0		68		68		0
4724		179		179		0		17		10		0
834		10		10		0		97		97		0
3774		8		8		0		32		32		0
4654		11		11		0		167		167		0
5665		196		196		0		87		87		0
2066		1		1		0		185		185		0
6631		3		3		0		9		9		0
8656		340		340		0		14		14		0
7066		151		151		0		59		59		0
1400		1		1		0		79		79		0
5629		5		5		0		140		93		0
1666		4		4		0		0		0		0
5737		164		164		0		97		97		0
2739		11		11		0		149		149		0
5638		297		297		0		37		37		0
4047		196		196		0		95		44		0
167		10		10		0		179		179		0
4633		12		12		0		0		0		0
3188		9		9		0		2		2		0
7887		104		104		0		7		7		0
6657		1		1		0		103		103		0
8033		243		243		0		170		170		0
7269		201		201		0		37		37		0
3377		199		193		0		0		0		0
1044		8		8		0		185		185		0
5253		2		2		0		162		162		0
7409		207		207		0		0		0		0
6781		73		73		0		133		133		0
5104		10		10		0		60		60		0
5198		7		7		0		26		26		0
6813		82		82		0		0		0		0
5231		7		7		0		71		71		0
9124		10		10		0		163		163		0
9803		788		780		0		20		20		0
6166		213		213		0		0		0		0
2157		8		8		0		172		172		0
2618		2		2		0		91		91		0
3374		2		2		0		46		46		0
3429		10		10		0		198		198		0
5521		11		11		0		49		49		0
6740		129		129		0		39		39		0
2858		1		1		0		102		102		0
5313		9		9		0		110		110		0
5286		68		68		0		114		114		0
3372		1		0		0		64		64		0
9682		695		695		0		85		85		0
6882		80		80		0		60		60		0
186		7		7		0		63		63		0
8486		247		215		0		134		134		0
769		3		3		0		156		48		0
6312		18		18		0		84		84		0
3322		11		11		0		0		0		0
5440		10		0		0		9		9		0
6864		164		164		0		0		0		0
6447		2		0		0		153		153		0
6989		182		182		0		55		33		0
6706		122		122		0		50		50		0
2284		8		8		0		0		0		0
636		2		2		0		0		0		0
3008		7		7		0		107		107		0
8258		293		293		0		185		185		0
6417		14		14		0		35		35		0
1093		10		10		0		2		2		0
3214		211		211		0		79		79		0
2240		10		10		0		199		199		0
8553		607		607		0		88		88		0
5511		530		530		0		73		73		0
3479		4		4		0		109		109		0
5473		444		437		0		76		17		0
4753		255		255		0		182		182		0
4540		98		98		0		150		150		0
580		76		76		0		0		0		0
416		7		7		0		67		67		0
3731		2		2		0		89		87		0
1013		5		5		0		25		25		0
4127		4		4		0		162		162		0
7613		398		398		0		170		170		0
5620		10		10		0		48		48		0
3169		8		8		0		0		0		0
6140		318		318		0		74		57		0
5295		169		169		0		140		140		0
1048		7		7		0		116		116		0
2753		164		164		0		0		0		0
1608		11		11		0		147		147		0
4814		5		5		0		0		0		0
5244		169		62		0		81		81		0
2118		3		3		0		158		59		0
3929		6		6		0		35		35		0
8106		10		10		0		197		197		0
9668		246		246		0		124		124		0
8915		206		206		0		34		11		0
5345		155		155		0		46		46		0
817		11		0		0		63		63		0
3190		4		4		0		145		145		0
5643		11		0		0		173		56		0
7442		5		0		0		127		127		0
8030		77		70		0		66		66		0
7788		4		4		0		66		66		0
9967		1132		1132		0		0		0		0
1748		6		6		0		177		177		0
2414		8		8		0		123		123		0
9093		183		183		0		17		17		0
2700		4		4		0		169		169		0
8142		55		55		0		49		49		0
2874		11		11		0		35		35		0
9437		216		216		0		154		154		0
4896		38		38		0		38		0		0
747		2		2		0		35		35		0
7147		204		204		0		11		11		0
2994		49		49		0		154		154		0
1744		7		7		0		33		33		0
262		5		5		0		0		0		0
6321		4		4		0		103		103		0
9488		941		941		0		34		34		0
9305		252		252		0		146		146		0
2242		208		208		0		34		34		0
1143		5		5		0		111		111		0
1190		6		6		0		198		198		0
3391		25		25		0		0		0		0
3301		3		3		0		13		1		0
5746		4		4		0		104		104		0
8549		785		785		0		149		149		0
4339		5		5		0		114		114		0
5322		673		673		0		102		102		0
4727		530		530		0		141		141		0
4628		372		372		0		154		148		0
1893		166		166		0		196		196		0
661		7		7		0		153		153		0
3487		8		8		0		31		31		0
6872		227		227		0		0		0		0
4371		136		136		0		86		86		0
812		11		11		0		115		9		0
1535		5		5		0		46		46		0
2198		10		10		0		0		0		0
5087		8		0		0		112		112		0
8785		287		287		0		0		0		0
6423		116		111		0		170		170		0
1816		8		8		0		103		103		0
7467		11		0		0		34		34		0
8501		203		203		0		78		78		0
6885		136		136		0		64		64		0
2055		8		0		0		107		107		0
6865		8		8		0		121		121		0
9906		1132		1132		0		0		0		0
7967		83		83		0		123		123		0
1994		5		5		0		76		76		0
7021		9		9		0		0		0		0
9798		377		377		0		0		0		0
2401		9		9		0		0		0		0
9660		291		291		0		84		8		0
8334		189		189		0		48		48		0
7212		18		18		0		82		82		0
3245		11		11		0		0		0		0
4204		2		2		0		183		183		0
8511		81		81		0		26		26		0
4563		8		8		0		33		33		0
7204		1		1		0		1		1		0
7261		11		11		0		65		57		0
5759		11		11		0		45		45		0
6335		223		223		0		42		42		0
5943		44		32		0		37		37		0
2255		8		0		0		32		32		0
6231		200		200		0		17		11		0
5145		5		5		0		188		188		0
7991		85		85		0		197		197		0
7222		1		1		0		82		82		0
8492		4		4		0		120		120		0
9572		599		599		0		180		180		0
2626		5		5		0		8		4		0
5954		302		302		0		9		9		0
3866		126		126		0		174		174		0
3510		4		4		0		118		79		0
8939		418		418		0		176		176		0
7773		73		73		0		7		7		0
857		1		1		0		65		65		0
8109		374		374		0		44		44		0
4208		161		161		0		75		75		0
250		10		10		0		148		148		0
7696		300		300		0		65		65		0
1800		47		47		0		159		21		0
733		8		8		0		37		37		0
6850		164		164		0		133		133		0
1108		8		8		0		148		148		0
6015		233		233		0		98		98		0
5733		174		174		0		58		58		0
3872		107		107		0		60		60		0
810		10		10		0		21		21		0
1835		90		90		0		14		14		0
1438		9		9		0		71		71		0
2809		8		8		0		0		0		0
4162		3		3		0		144		144		0
8261		189		189		0		192		192		0
6363		142		142		0		38		38		0
3349		11		11		0		124		124		0
9312		773		773		0		91		91		0
3437		5		0		0		109		109		0
9173		570		570		0		175		175		0
7043		126		126		0		0		0		0
2434		7		7		0		112		112		0
4630		9		9		0		111		111		0
5681		21		21		0		46		46		0
4984		10		0		0		5		5		0
6879		160		160		0		171		171		0
3030		7		0		0		124		124		0
3862		11		11		0		141		141		0
4253		283		283		0		83		59		0
3559		184		184		0		99		99		0
14		7		0		0		122		122		0
2841		4		4		0		177		177		0
8068		432		432		0		130		130		0
3578		6		6		0		25		25		0
8037		327		327		0		95		95		0
7255		143		143		0		183		183		0
2541		134		134		0		0		0		0
1620		10		10		0		124		124		0
5738		157		157		0		0		0		0
4687		73		73		0		76		76		0
2966		8		8		0		62		62		0
7322		9		0		0		186		186		0
3738		9		9		0		49		49		0
6055		1		1		0		186		186		0
9077		670		670		0		97		97		0
5094		10		10		0		148		148		0
9011		654		654		0		16		16		0
8539		566		566		0		83		83		0
7461		334		334		0		52		52		0
2121		150		150		0		179		179		0
874		7		7		0		143		143		0
1750		10		10		0		180		180		0
2028		6		6		0		79		79		0
6392		127		127		0		24		24		0
5547		17		17		0		102		102		0
2143		8		8		0		0		0		0
6685		423		423		0		139		139		0
6112		275		275		0		146		146		0
790		97		97		0		136		136		0
138		10		10		0		87		87		0
2997		140		140		0		135		135		0
1339		2		2		0		133		69		0
4834		11		11		0		91		91		0
5014		241		241		0		58		58		0
3657		101		101		0		138		138		0
956		1		1		0		92		92		0
1451		11		11		0		64		64		0
2881		8		8		0		192		192		0
2884		7		7		0		115		115		0
5320		3		3		0		51		51		0
6229		223		223		0		18		18		0
5863		214		214		0		0		0		0
5517		123		123		0		91		91		0
1724		8		0		0		105		105		0
7861		11		0		0		42		42		0
8647		199		199		0		0		0		0
7915		184		184		0		12		12		0
2009		2		2		0		177		63		0
7486		1		1		0		68		68		0
8611		8		8		0		78		78		0
9850		1012		1012		0		117		117		0
9285		175		175		0		131		131		0
4506		170		170		0		0		0		0
408		11		11		0		150		150		0
2743		4		4		0		40		40		0
4530		2		2		0		0		0		0
8523		822		822		0		183		183		0
7560		86		86		0		192		192		0
379		4		4		0		5		5		0
2718		14		14		0		72		72		0
2350		4		4		0		10		10		0
8350		191		191		0		83		82		0
3013		1		0		0		183		183		0
3773		10		10		0		172		172		0
7458		385		385		0		186		186		0
6290		188		188		0		190		190		0
420		2		2		0		103		103		0
2567		5		5		0		181		181		0
3273		3		3		0		75		75		0
7431		820		811		0		0		0		0
7415		668		668		0		143		143		0
1311		2		2		0		50		50		0
6482		155		155		0		45		45		0
1531		4		4		0		96		96		0
1575		6		6		0		146		146		0
2880		7		7		0		73		73		0
7348		464		464		0		198		198		0
2493		4		4		0		52		52		0
7307		261		261		0		193		193		0
6747		181		173		0		79		79		0
312		123		123		0		0		0		0
7		9		9		0		114		114		0
1188		8		8		0		165		165		0
9791		734		734		0		177		177		0
9539		675		675		0		59		59		0
419		204		204		0		13		13		0
146		3		3		0		198		198		0
6066		154		154		0		121		121		0
1616		2		2		0		152		90		0
2746		1		1		0		0		0		0
6732		17		17		0		154		154		0
3340		7		7		0		0		0		0
5352		6		6		0		1		1		0
8083		203		194		0		102		102		0
3683		7		7		0		12		12		0
5459		2		2		0		0		0		0
5652		2		2		0		65		65		0
6224		6		6		0		188		188		0
9403		669		669		0		0		0		0
9247		307		307		0		128		128		0
3143		89		89		0		51		51		0
1124		6		6		0		81		81		0
3536		143		133		0		162		162		0
2216		5		5		0		128		128		0
4365		78		78		0		0		0		0
4358		2		2		0		67		67		0
7314		30		30		0		0		0		0
4402		18		11		0		0		0		0
3884		11		11		0		0		0		0
4665		4		4		0		21		21		0
9278		665		665		0		0		0		0
9209		647		647		0		17		17		0
7225		163		163		0		38		38		0
325		6		6		0		56		56		0
5362		73		73		0		86		86		0
943		5		5		0		63		63		0
1582		8		8		0		155		155		0
6238		6		6		0		0		0		0
9049		446		438		0		196		196		0
1834		11		11		0		117		117		0
8828		349		349		0		89		89		0
2331		203		203		0		138		138		0
1490		79		79		0		121		68		0
746		3		3		0		72		72		0
3262		5		5		0		162		162		0
4994		7		7		0		150		127		0
8072		2		0		0		21		21		0
3711		10		10		0		51		51		0
8453		409		409		0		0		0		0
6951		208		208		0		194		194		0
57		6		6		0		164		164		0
4536		16		16		0		183		183		0
2734		8		8		0		0		0		0
2775		2		0		0		106		106		0
7722		5		5		0		59		59		0
8906		47		47		0		0		0		0
6565		8		8		0		29		29		0
8152		1		1		0		0		0		0
8192		1		1		0		127		127		0
7232		59		59		0		29		29		0
542		9		9		0		40		40		0
9634		391		391		0		47		47		0
1235		4		4		0		59		59		0
2405		2		2		0		76		76		0
3759		2		2		0		153		153		0
9458		236		236		0		147		147		0
8951		202		202		0		32		32		0
1476		3		3		0		0		0		0
8760		169		169		0		26		26		0
6666		3		3		0		164		164		0
4124		7		7		0		140		140		0
8066		237		237		0		19		19		0
4507		168		168		0		61		61		0
2245		162		162		0		0		0		0
131		11		11		0		142		142		0
739		1		1		0		120		120		0
6475		149		149		0		119		119		0
3793		4		4		0		140		140		0
4112		5		5		0		106		106		0
7919		212		186		0		164		164		0
5290		7		7		0		196		179		0
7870		11		11		0		156		156		0
9371		471		471		0		188		188		0
5314		10		10		0		59		59		0
8879		471		471		0		0		0		0
7371		361		361		0		0		0		0
7294		246		246		0		108		108		0
5100		203		203		0		40		40		0
1382		75		75		0		126		126		0
710		11		0		0		64		64		0
8632		341		341		0		128		128		0
8609		279		279		0		47		47		0
5552		192		182		0		63		63		0
174		3		3		0		179		179		0
1642		17		17		0		76		76		0
1187		2		2		0		5		5		0
5070		203		147		0		73		73		0
3765		4		4		0		194		143		0
7854		168		166		0		170		170		0
1817		5		5		0		0		0		0
2375		11		11		0		155		155		0
7189		8		8		0		123		123		0
7343		10		10		0		0		0		0
9326		465		465		0		152		152		0
8789		209		199		0		148		148		0
8589		177		173		0		14		1		0
759		2		0		0		106		106		0
2879		5		5		0		60		60		0
4790		107		107		0		66		66		0
4354		11		11		0		88		88		0
4511		1		1		0		36		36		0
845		7		7		0		0		0		0
5025		16		16		0		133		133		0
2258		7		0		0		0		0		0
4613		7		0		0		4		3		0
7420		198		198		0		3		1		0
6677		128		128		0		64		64		0
1743		67		67		0		5		5		0
1233		3		3		0		62		62		0
1443		9		9		0		109		109		0
7868		8		8		0		0		0		0
5621		313		313		0		111		88		0
892		9		9		0		103		103		0
1773		11		11		0		128		128		0
4119		174		174		0		136		136		0
4064		4		4		0		161		161		0
5481		263		263		0		197		46		0
1260		64		64		0		199		199		0
703		7		7		0		53		53		0
6508		400		400		0		0		0		0
5372		330		330		0		64		64		0
1262		6		6		0		104		104		0
3993		170		170		0		155		155		0
1924		4		4		0		166		166		0
2087		1		1		0		185		185		0
4833		1		1		0		0		0		0
4954		4		4		0		134		86		0
3914		8		8		0		21		21		0
6372		159		159		0		58		58		0
6008		152		150		0		0		0		0
176		8		8		0		142		142		0
6138		105		105		0		0		0		0
4485		90		90		0		15		5		0
2970		4		4		0		80		80		0
2513		8		8		0		72		72		0
8650		166		166		0		146		146		0
4569		5		5		0		17		17		0
1519		5		5		0		0		0		0
3695		3		0		0		0		0		0
3561		8		8		0		126		126		0
6193		148		148		0		13		13		0
5850		118		118		0		0		0		0
2313		9		9		0		104		104		0
5056		8		8		0		139		139		0
9923		816		816		0		125		125		0
7815		302		302		0		153		153		0
3995		20		20		0		71		71		0
695		9		9		0		8		8		0
5985		160		160		0		133		133		0
1061		5		5		0		56		56		0
5754		140		140		0		20		20		0
4522		11		11		0		39		39		0
858		9		9		0		1		1		0
1384		1		1		0		138		138		0
4520		103		94		0		12		12		0
1551		8		8		0		86		86		0
1494		4		4		0		152		39		0
9191		485		485		0		175		175		0
5766		136		108		0		49		49		0
671		7		7		0		87		87		0
3945		9		9		0		125		99		0
8929		313		313		0		163		163		0
8864		218		218		0		89		89		0
1000		6		6		0		38		38		0
8275		88		88		0		127		127		0
4929		12		0		0		76		76		0
424		6		0		0		0		0		0
5917		5		5		0		73		73		0
8231		10		10		0		15		15		0
5144		9		9		0		23		23		0
3040		11		11		0		75		75		0
7806		196		196		0		109		109		0
5405		108		108		0		63		63		0
344		3		3		0		103		103		0
3810		5		5		0		183		183		0
3930		1		1		0		113		113		0
6252		207		207		0		0		0		0
4502		6		6		0		200		200		0
9811		814		814		0		0		0		0
9490		213		213		0		192		192		0
53		4		4		0		9		9		0
944		5		5		0		54		54		0
2122		3		3		0		141		141		0
8870		61		61		0		152		152		0
4087		1		1		0		13		13		0
7282		11		11		0		42		42		0
9743		698		698		0		113		113		0
2235		3		3		0		183		183		0
3364		3		3		0		64		64		0
8841		202		202		0		51		33		0
4632		10		10		0		76		76		0
4058		4		4		0		0		0		0
6353		3		3		0		190		160		0
9658		596		596		0		92		92		0
9366		247		247		0		118		118		0
1822		6		6		0		17		17		0
7320		202		202		0		37		37		0
2627		126		126		0		75		75		0
1272		7		7		0		113		113		0
2149		3		3		0		90		90		0
4813		5		5		0		57		57		0
7877		5		5		0		42		42		0
9447		280		280		0		23		23		0
2594		2		2		0		152		152		0
3521		7		7		0		0		0		0
7805		174		168		0		103		103		0
5936		11		11		0		157		157		0
8936		434		434		0		155		155		0
8394		336		336		0		77		77		0
1780		209		209		0		127		127		0
819		3		3		0		198		198		0
5829		27		27		0		142		142		0
5333		8		8		0		12		12		0
6816		5		5		0		43		43		0
5931		11		11		0		0		0		0
8365		372		365		0		60		60		0
7446		176		176		0		189		189		0
1120		4		4		0		167		167		0
8189		200		200		0		114		99		0
7800		194		186		0		0		0		0
2084		11		11		0		0		0		0
3598		3		3		0		186		179		0
6478		5		5		0		181		181		0
9158		10		10		0		122		122		0
6902		10		10		0		0		0		0
8284		8		8		0		0		0		0
9119		4		4		0		0		0		0
5765		11		0		0		80		80		0
9771		533		533		0		66		66		0
9751		282		277		0		0		0		0
100		8		8		0		122		122		0
2981		41		35		0		31		31		0
463		10		10		0		25		25		0
7533		87		87		0		190		190		0
4165		1		1		0		84		84		0
5351		3		3		0		14		14		0
7607		2		2		0		147		147		0
9443		528		528		0		0		0		0
7944		274		274		0		117		117		0
3422		40		38		0		191		191		0
1068		1		1		0		23		23		0
2646		11		11		0		27		27		0
2527		179		179		0		88		88		0
2194		53		53		0		124		124		0
375		8		8		0		38		19		0
2372		8		8		0		0		0		0
5929		15		15		0		182		182		0
5862		5		5		0		0		0		0
9059		513		513		0		8		8		0
8817		209		209		0		144		144		0
6445		163		163		0		39		39		0
1597		9		9		0		25		25		0
4763		90		90		0		66		20		0
4003		83		83		0		0		0		0
1625		8		8		0		75		75		0
2862		5		0		0		19		19		0
8442		340		340		0		168		168		0
5020		176		176		0		162		162		0
5016		173		168		0		0		0		0
1230		8		8		0		160		160		0
3354		10		10		0		7		7		0
3531		3		3		0		4		4		0
