Ном		Стпт		Фстрт		Шстр		ндлн		фдлн		шлдн
9089		206		206		0		77		77		0
4375		7		7		0		62		62		0
5801		203		203		0		0		0		0
5618		139		139		0		2		2		0
354		2		0		0		131		131		0
5784		202		202		0		0		0		0
4580		193		193		0		0		0		0
2716		118		118		0		75		75		0
2630		10		10		0		102		29		0
3389		9		9		0		192		192		0
9801		957		693		5016		164		79		10030
4876		163		163		0		160		160		0
1346		8		8		0		145		145		0
2974		8		8		0		14		5		0
3961		10		10		0		0		0		0
6669		137		137		0		174		174		0
1984		10		10		0		119		119		0
9773		495		495		0		0		0		0
5283		27		27		0		167		167		0
43		6		6		0		17		17		0
8254		484		484		0		6		6		0
2927		118		118		0		114		114		0
162		4		4		0		104		104		0
7822		4		4		0		0		0		0
2116		4		4		0		0		0		0
8246		340		340		0		137		25		0
3448		4		4		0		173		173		0
4634		326		195		0		4		2		0
3842		139		139		0		178		56		0
3070		10		10		0		123		123		0
3898		4		4		0		46		46		0
4369		9		0		0		94		94		0
8582		646		646		0		13		13		0
5181		15		15		0		127		127		0
557		10		10		0		0		0		0
4513		4		4		0		72		72		0
8026		318		317		0		136		136		0
5882		166		166		0		151		151		0
1873		4		4		0		156		156		0
6855		560		560		0		77		77		0
6757		435		435		0		120		120		0
5335		282		275		0		147		147		0
2740		28		25		0		57		57		0
1104		8		8		0		17		17		0
4700		117		112		0		163		163		0
3806		75		75		0		37		37		0
2577		7		7		0		62		62		0
9144		86		86		0		125		19		0
7527		7		7		0		13		13		0
8765		7		7		0		74		74		0
8519		318		318		0		43		43		0
8265		245		245		0		70		70		0
7151		165		165		0		71		71		0
2014		3		3		0		56		56		0
2298		1		1		0		0		0		0
3152		3		3		0		2		2		0
5222		4		4		0		160		160		0
7819		11		0		0		55		55		0
9385		131		125		0		0		0		0
8422		9		9		0		116		116		0
9784		767		571		0		181		122		11092
9455		430		430		0		0		0		0
9392		236		236		0		193		187		0
2485		2		2		0		0		0		0
4187		163		163		0		66		66		0
2657		9		9		0		145		145		0
3593		4		4		0		190		190		0
7534		168		168		0		23		23		0
5969		158		158		0		1		1		0
3346		6		6		0		149		149		0
9423		528		490		342		139		81		5916
3632		147		137		0		127		127		0
1405		114		114		0		23		23		0
540		92		92		0		19		19		0
154		7		0		0		85		85		0
9187		280		280		0		0		0		0
4699		201		201		0		72		72		0
3815		3		3		0		194		194		0
8485		195		195		0		57		37		0
4407		7		7		0		181		181		0
8218		2		2		0		0		0		0
8723		321		292		1682		198		198		0
6755		74		74		0		96		96		0
310		3		0		0		0		0		0
5029		10		10		0		57		57		0
7411		285		279		180		28		13		0
7244		279		279		0		0		0		0
3788		183		183		0		93		93		0
1756		11		11		0		172		172		0
7609		10		0		0		24		24		0
8995		203		203		0		48		48		0
8172		64		64		0		0		0		0
3626		5		5		0		49		49		0
6530		3		3		0		36		36		0
8947		101		101		0		102		64		0
8375		4		4		0		89		89		0
8626		7		7		0		93		93		0
9645		747		571		16896		0		0		0
9503		740		571		7267		0		0		0
568		2		2		0		0		0		0
1171		10		10		0		9		9		0
5507		187		187		0		55		55		0
2161		6		6		0		179		179		0
6436		217		217		0		123		123		0
6408		189		189		0		24		24		0
191		1		1		0		182		182		0
4622		4		4		0		22		22		0
3165		11		11		0		60		60		0
5951		8		8		0		29		29		0
9485		467		467		0		58		58		0
8219		330		330		0		137		25		0
829		10		10		0		135		135		0
6960		54		54		0		110		110		0
922		11		0		0		41		41		0
1128		5		5		0		0		0		0
8143		288		279		0		37		37		0
7886		187		187		0		92		92		0
5684		5		5		0		174		174		0
4045		11		11		0		96		96		0
9410		647		496		11325		84		75		918
8721		484		374		10120		159		122		0
8439		413		313		9800		61		61		0
4907		252		243		270		154		70		2772
2305		122		122		0		121		121		0
1479		11		11		0		109		109		0
7122		6		6		0		153		153		0
9353		104		104		0		166		166		0
1667		2		2		0		100		100		0
7144		9		9		0		0		0		0
4331		176		176		0		139		139		0
1709		4		4		0		169		169		0
2642		5		5		0		107		107		0
9311		497		497		0		0		0		0
7385		328		328		0		164		164		0
485		2		2		0		59		27		0
3648		137		137		0		183		183		0
1131		8		8		0		119		119		0
1579		11		11		0		173		173		0
1849		10		10		0		0		0		0
3698		2		2		0		92		83		0
8529		269		269		0		136		136		0
5233		19		19		0		51		1		0
2175		2		2		0		13		13		0
5690		194		194		0		73		73		0
3415		3		3		0		182		182		0
8473		127		127		0		125		34		0
5323		4		4		0		47		47		0
6551		8		8		0		115		115		0
8171		80		80		0		79		79		0
7857		9		9		0		64		64		0
3467		5		5		0		0		0		0
9707		582		465		11232		177		106		24992
8616		207		207		0		145		145		0
2188		11		11		0		78		78		0
6675		7		7		0		190		190		0
7779		1		1		0		124		124		0
9318		242		242		0		48		48		0
8921		238		238		0		0		0		0
1024		9		9		0		104		104		0
4625		8		8		0		176		176		0
7024		226		226		0		11		11		0
4678		199		196		0		21		14		0
742		4		4		0		80		80		0
2309		196		196		0		0		0		0
1713		10		10		0		182		182		0
5177		8		8		0		0		0		0
5988		11		11		0		90		90		0
4677		1		1		0		165		165		0
9358		464		429		2205		108		36		8208
6328		352		352		0		105		77		672
2750		194		194		0		156		156		0
700		9		9		0		181		181		0
7903		335		327		640		102		102		0
7739		333		327		192		0		0		0
3767		6		6		0		119		119		0
7735		327		327		0		0		0		0
6204		326		326		0		0		0		0
4705		126		126		0		192		192		0
2103		6		6		0		115		115		0
7485		11		11		0		156		156		0
9290		341		341		0		0		0		0
9236		286		286		0		49		49		0
8359		183		183		0		99		99		0
1032		182		182		0		0		0		0
336		5		5		0		170		2		0
3560		2		0		0		164		164		0
3829		11		11		0		167		167		0
7838		9		9		0		0		0		0
4531		6		6		0		157		157		0
8695		5		0		0		165		165		0
8444		266		266		0		6		6		0
6452		137		137		0		124		124		0
3861		9		9		0		118		118		0
5207		11		11		0		111		111		0
7185		6		6		0		97		97		0
7595		8		8		0		191		191		0
8243		10		10		0		0		0		0
9940		1059		802		12850		160		1		43884
5703		165		165		0		159		159		0
498		6		6		0		156		156		0
2444		4		4		0		152		152		0
989		9		9		0		0		0		0
8769		329		329		0		25		25		0
1020		1		1		0		29		29		0
4803		123		123		0		199		199		0
2868		11		11		0		109		109		0
4163		11		11		0		43		43		0
6032		5		5		0		0		0		0
2428		186		186		0		183		183		0
1468		4		4		0		174		174		0
1482		11		11		0		75		11		0
6239		323		296		0		18		18		0
2378		210		201		0		108		95		0
1177		2		2		0		199		199		0
4438		1		1		0		8		8		0
9738		716		716		0		16		16		0
2906		210		210		0		32		32		0
1636		10		10		0		197		197		0
1861		3		3		0		92		58		0
2450		5		5		0		144		144		0
7101		5		5		0		158		158		0
8848		296		290		0		36		36		0
7922		21		21		0		172		79		0
605		1		1		0		0		0		0
5226		2		2		0		0		0		0
7871		11		11		0		5		5		0
7168		193		193		0		97		97		0
2885		1		1		0		0		0		0
6788		135		131		0		55		55		0
6573		5		5		0		126		126		0
9120		697		697		0		12		12		0
7236		59		59		0		153		153		0
4650		6		6		0		48		48		0
8763		510		510		0		180		180		0
6854		215		207		0		127		20		0
4976		27		27		0		155		155		0
1860		1		1		0		20		20		0
6195		17		17		0		190		190		0
3726		1		0		0		6		6		0
7970		386		386		0		118		118		0
5169		198		198		0		77		6		0
3230		2		0		0		196		196		0
7679		222		222		0		157		157		0
7654		143		143		0		72		72		0
6662		8		8		0		126		126		0
7905		11		11		0		47		47		0
8414		138		138		0		76		76		0
5763		6		6		0		129		129		0
7841		8		8		0		58		58		0
9294		281		281		0		61		61		0
3507		1		1		0		0		0		0
6067		209		209		0		0		0		0
4801		206		206		0		0		0		0
1253		7		7		0		0		0		0
4644		15		15		0		185		185		0
3305		8		8		0		0		0		0
8352		237		237		0		44		44		0
5208		54		47		0		177		177		0
206		9		9		0		38		38		0
6632		10		10		0		42		42		0
9903		791		734		912		118		68		0
8566		173		173		0		166		85		0
4315		13		13		0		154		154		0
1196		11		11		0		0		0		0
7094		2		2		0		111		111		0
5815		1		1		0		5		1		0
9581		593		593		0		193		72		0
9487		300		300		0		129		44		0
263		6		6		0		0		0		0
8100		156		156		0		138		138		0
2352		147		147		0		0		0		0
602		9		9		0		138		138		0
8094		6		6		0		64		64		0
5898		9		9		0		64		64		0
6911		185		185		0		140		140		0
2551		13		13		0		165		165		0
1603		2		2		0		10		10		0
2728		62		62		0		37		24		0
1682		6		0		0		48		48		0
7346		447		447		0		138		138		0
7007		333		329		0		110		86		0
1224		16		16		0		70		70		0
251		2		2		0		8		8		0
5073		151		151		0		178		178		0
3580		4		4		0		141		141		0
2972		88		88		0		81		81		0
1247		3		3		0		81		81		0
7072		305		305		0		34		17		0
5447		154		152		0		146		146		0
3383		4		4		0		148		148		0
9013		188		188		0		139		139		0
3649		188		188		0		0		0		0
2852		1		1		0		178		178		0
3367		6		6		0		0		0		0
6939		7		7		0		0		0		0
5818		197		197		0		21		21		0
4925		79		79		0		0		0		0
4029		41		24		0		34		34		0
1693		10		10		0		7		7		0
1936		9		9		0		32		15		0
4225		1		1		0		194		194		0
6993		2		2		0		162		162		0
8722		495		487		0		0		0		0
8598		113		113		0		8		8		0
7124		36		36		0		68		68		0
4133		10		10		0		22		22		0
6895		2		2		0		28		28		0
8356		5		5		0		73		73		0
8580		380		380		0		107		107		0
8572		335		335		0		45		45		0
4210		147		147		0		186		186		0
311		8		8		0		132		132		0
7316		41		41		0		164		164		0
5902		4		4		0		31		31		0
6087		10		10		0		28		25		0
9929		1055		802		16698		0		0		0
8087		113		113		0		184		149		0
781		4		4		0		99		99		0
1084		2		2		0		50		50		0
5586		9		9		0		0		0		0
9591		490		490		0		9		9		0
9561		44		44		0		0		0		0
30		10		10		0		26		26		0
58		7		7		0		15		15		0
2709		1		1		0		106		106		0
9179		474		474		0		8		8		0
4263		3		3		0		145		145		0
6776		149		149		0		39		39		0
5983		1		1		0		145		145		0
7823		172		172		0		89		89		0
7338		29		29		0		135		30		0
1684		3		3		0		19		19		0
5146		1		1		0		0		0		0
8985		359		359		0		113		113		0
8312		355		355		0		0		0		0
5921		194		194		0		156		156		0
4219		1		1		0		0		0		0
4381		11		11		0		175		11		0
7148		199		199		0		0		0		0
6927		15		15		0		183		183		0
1818		6		6		0		0		0		0
7671		6		6		0		128		128		0
8022		2		2		0		52		52		0
7693		6		0		0		110		110		0
7750		1		1		0		100		100		0
8654		198		198		0		186		186		0
2805		11		11		0		127		127		0
4949		161		161		0		32		32		0
4313		11		11		0		122		122		0
4938		4		4		0		147		134		0
6306		182		182		0		190		190		0
4693		11		11		0		161		161		0
5134		122		122		0		0		0		0
5119		116		116		0		0		0		0
508		11		11		0		0		0		0
1135		3		3		0		106		106		0
2229		1		1		0		56		40		0
3055		2		2		0		0		0		0
9926		948		727		4862		101		75		312
9785		938		727		633		0		0		0
1680		1		1		0		196		196		0
8600		195		190		0		54		54		0
1926		9		9		0		132		132		0
3571		6		6		0		0		0		0
5760		175		175		0		15		15		0
4829		175		175		0		0		0		0
570		9		9		0		157		157		0
1687		8		8		0		0		0		0
9712		781		679		3570		148		48		5100
9228		477		477		0		92		92		0
1210		3		3		0		4		1		0
7894		271		271		0		0		0		0
1315		1		1		0		98		98		0
7749		177		177		0		85		85		0
4690		7		7		0		169		169		0
6250		155		155		0		165		165		0
2725		150		150		0		0		0		0
2177		1		1		0		144		144		0
3692		10		10		0		0		0		0
7960		275		275		0		198		198		0
4198		159		159		0		115		115		0
1735		5		5		0		103		41		0
2464		2		2		0		153		153		0
8699		116		116		0		154		154		0
6129		11		11		0		17		17		0
4276		5		5		0		0		0		0
4591		8		8		0		103		103		0
6022		9		9		0		0		0		0
3023		183		183		0		70		70		0
2065		3		3		0		180		180		0
9537		409		403		0		0		0		0
3394		44		44		0		19		19		0
1274		8		8		0		33		33		0
5064		11		11		0		186		163		0
8504		203		203		0		200		200		0
6725		1		1		0		194		194		0
6737		11		11		0		137		137		0
3943		4		4		0		0		0		0
7713		210		210		0		24		24		0
6139		8		5		0		161		161		0
5590		5		5		0		0		0		0
5709		7		7		0		200		200		0
7688		10		10		0		116		116		0
9611		636		534		4488		145		145		0
8561		109		109		0		44		44		0
2726		106		106		0		0		0		0
866		9		9		0		92		92		0
1872		8		8		0		62		62		0
2039		3		3		0		0		0		0
8208		8		8		0		0		0		0
9152		452		375		1001		182		159		1334
8326		310		310		0		65		65		0
6391		143		143		0		157		157		0
653		11		11		0		130		130		0
1781		4		4		0		0		0		0
853		4		4		0		0		0		0
3197		7		0		0		108		108		0
3189		8		8		0		137		137		0
4090		137		137		0		4		4		0
3809		24		24		0		48		48		0
3637		22		22		0		0		0		0
2046		4		4		0		9		5		0
3748		4		4		0		132		132		0
6889		280		280		0		172		16		0
5728		122		122		0		158		50		0
2098		11		0		0		108		108		0
5141		5		5		0		37		37		0
7860		9		9		0		161		1		0
8973		11		11		0		102		102		0
7380		369		369		0		67		67		0
4754		4		1		0		14		14		0
1757		1		1		0		0		0		0
5645		184		184		0		177		177		0
3352		9		0		0		172		172		0
8520		40		40		0		197		197		0
7536		6		6		0		32		32		0
8798		7		7		0		170		170		0
9899		317		317		0		0		0		0
4948		241		241		0		66		66		0
3032		60		60		0		120		120		0
1688		8		8		0		50		50		0
3424		241		241		0		0		0		0
1929		124		124		0		117		117		0
178		1		1		0		119		119		0
4643		141		141		0		20		20		0
3067		1		1		0		26		26		0
3102		9		9		0		132		132		0
8833		157		157		0		0		0		0
3092		4		4		0		116		116		0
7793		11		11		0		143		143		0
9546		769		612		8949		119		115		1088
9520		422		422		0		11		11		0
5080		55		55		0		194		194		0
180		6		6		0		49		49		0
8430		379		379		0		37		37		0
2668		145		145		0		141		141		0
595		8		8		0		137		11		0
1918		158		158		0		141		141		0
936		5		5		0		151		151		0
8259		18		18		0		22		22		0
2486		9		9		0		0		0		0
3729		7		7		0		0		0		0
5076		284		284		0		64		64		0
3582		173		173		0		107		107		0
2776		91		91		0		73		73		0
1668		11		11		0		70		70		0
5959		176		176		0		197		181		0
5204		101		101		0		74		74		0
1738		1		1		0		96		96		0
2003		1		1		0		0		0		0
4980		10		0		0		31		31		0
8015		68		68		0		21		21		0
4487		8		0		0		21		21		0
6521		4		4		0		60		60		0
9454		762		612		12600		0		0		0
6874		188		188		0		75		75		0
430		5		5		0		178		178		0
8786		169		169		0		183		183		0
2195		127		127		0		8		8		0
743		3		3		0		118		118		0
7108		45		45		0		119		119		0
3823		8		8		0		35		35		0
8784		585		513		4392		168		99		6210
8602		471		468		294		105		45		7800
3710		3		3		0		45		45		0
7228		379		379		0		89		89		0
4911		332		332		0		44		33		0
4041		327		327		0		0		0		0
3921		268		268		0		50		50		0
761		88		88		0		177		177		0
588		4		4		0		80		80		0
1965		6		6		0		160		160		0
1526		2		2		0		87		87		0
2043		5		0		0		41		41		0
7366		337		330		0		34		34		0
6090		238		236		0		94		94		0
2380		163		163		0		73		73		0
795		4		4		0		157		157		0
1256		11		0		0		0		0		0
2206		195		69		0		24		24		0
1126		2		2		0		189		67		0
4079		5		5		0		128		128		0
6146		29		29		0		20		20		0
4629		10		10		0		12		12		0
8177		10		10		0		188		188		0
9504		350		350		0		0		0		0
8541		313		306		0		34		34		0
8349		187		187		0		119		119		0
4014		2		2		0		0		0		0
4432		10		10		0		172		172		0
6680		3		3		0		75		75		0
9639		600		600		0		150		150		0
9337		521		521		0		69		69		0
4		1		1		0		117		117		0
8061		359		359		0		160		160		0
882		8		8		0		0		0		0
1793		7		7		0		0		0		0
7834		318		318		0		36		36		0
4988		85		85		0		101		1		0
696		4		4		0		75		75		0
6840		180		173		0		132		132		0
5368		124		124		0		49		49		0
4528		2		2		0		118		118		0
9133		114		114		0		65		39		0
2247		8		8		0		100		100		0
9450		386		386		0		45		45		0
2604		6		6		0		1		1		0
8137		383		383		0		0		0		0
7551		161		161		0		0		0		0
1705		6		6		0		150		65		0
6434		322		322		0		57		57		0
6322		233		233		0		89		89		0
3419		28		17		0		200		200		0
1314		9		0		0		17		17		0
8013		210		210		0		94		94		0
5435		209		209		0		0		0		0
3537		10		10		0		191		191		0
7847		72		72		0		13		13		0
5630		10		10		0		0		0		0
6114		7		7		0		57		57		0
8803		244		244		0		0		0		0
6519		12		12		0		156		156		0
1408		9		9		0		0		0		0
6798		201		201		0		43		43		0
1706		7		7		0		95		95		0
5583		3		3		0		193		193		0
9563		369		369		0		32		32		0
8194		289		289		0		73		73		0
7636		95		95		0		192		192		0
793		6		6		0		0		0		0
4623		7		7		0		88		88		0
2168		5		5		0		68		68		0
2174		11		11		0		192		192		0
3597		3		0		0		4		4		0
7542		16		16		0		142		142		0
4129		9		0		0		0		0		0
5722		11		11		0		142		142		0
2761		1		1		0		13		13		0
8997		78		78		0		61		61		0
3208		2		2		0		76		7		0
3980		9		9		0		80		80		0
9667		482		482		0		0		0		0
6959		296		296		0		178		178		0
4428		196		196		0		0		0		0
91		3		3		0		188		188		0
1522		99		99		0		197		197		0
652		3		3		0		86		86		0
9183		605		605		0		159		159		0
8567		546		546		0		54		54		0
1856		10		10		0		110		110		0
6972		38		38		0		3		1		0
2695		8		8		0		25		25		0
8407		403		403		0		138		138		0
7004		26		26		0		160		160		0
1871		8		8		0		12		12		0
5408		5		5		0		0		0		0
7839		274		274		0		127		23		0
7520		236		236		0		36		36		0
7209		33		33		0		44		44		0
770		1		1		0		24		24		0
1710		116		116		0		117		117		0
1503		6		6		0		109		109		0
5162		126		120		0		68		68		0
4408		113		113		0		7		7		0
406		9		9		0		104		15		0
7248		9		9		0		29		29		0
7932		3		3		0		64		64		0
8741		98		98		0		195		167		0
8059		35		35		0		63		63		0
1501		8		8		0		18		18		0
9884		648		648		0		4		4		0
9519		308		308		0		0		0		0
329		4		4		0		0		0		0
2244		3		0		0		0		0		0
9315		295		292		0		5		2		0
7468		53		53		0		13		12		0
3302		46		46		0		0		0		0
830		10		10		0		29		29		0
9230		194		194		0		98		98		0
8820		56		56		0		135		135		0
56		5		5		0		46		20		0
8183		4		4		0		114		114		0
8955		8		8		0		118		46		0
9643		558		558		0		90		90		0
9341		101		101		0		150		150		0
1073		3		3		0		95		95		0
1413		8		8		0		8		8		0
8707		105		105		0		101		101		0
3275		10		10		0		87		87		0
9304		215		215		0		0		0		0
5140		160		160		0		24		24		0
1566		2		2		0		156		156		0
4660		7		4		0		142		142		0
3757		4		4		0		0		0		0
8318		196		196		0		13		13		0
1999		9		0		0		184		79		0
9574		429		429		0		123		123		0
8591		160		160		0		0		0		0
193		7		7		0		150		150		0
5778		15		15		0		84		84		0
820		10		10		0		3		3		0
9022		301		293		0		124		124		0
530		3		0		0		0		0		0
8907		101		101		0		192		192		0
725		9		0		0		43		43		0
2191		11		11		0		50		50		0
3686		10		10		0		91		91		0
6861		302		302		0		0		0		0
3483		170		170		0		127		127		0
816		165		165		0		0		0		0
638		1		1		0		162		162		0
6046		149		149		0		109		31		0
1053		10		10		0		24		24		0
5300		3		3		0		145		145		0
6381		2		2		0		0		0		0
7782		5		5		0		169		169		0
9456		11		11		0		155		155		0
7600		8		8		0		0		0		0
7948		2		2		0		0		0		0
9542		175		175		0		31		27		0
1914		5		5		0		164		164		0
6845		3		3		0		74		74		0
9844		675		675		0		74		74		0
8980		558		558		0		115		115		0
2795		36		36		0		137		137		0
384		5		5		0		25		25		0
6168		106		106		0		42		24		0
2545		96		96		0		0		0		0
2391		1		1		0		91		91		0
7459		361		361		0		189		189		0
6600		182		182		0		172		172		0
3676		9		9		0		163		163		0
9286		70		70		0		193		193		0
8623		2		2		0		60		60		0
3133		3		3		0		45		33		0
3690		9		9		0		113		113		0
9795		227		227		0		136		136		0
4668		3		3		0		73		73		0
4765		1		1		0		94		94		0
9040		101		101		0		125		125		0
8463		94		94		0		0		0		0
3131		6		6		0		82		82		0
9979		218		218		0		56		56		0
5661		184		184		0		23		23		0
1246		4		4		0		171		171		0
7999		44		44		0		128		51		0
5670		12		12		0		23		23		0
2497		1		1		0		0		0		0
3589		6		6		0		0		0		0
5205		6		6		0		32		32		0
7505		8		8		0		0		0		0
9441		153		153		0		61		61		0
9340		5		5		0		146		146		0
9176		45		45		0		0		0		0
5865		4		4		0		38		38		0
8871		598		598		0		21		21		0
7579		462		462		0		128		128		0
7074		385		385		0		76		76		0
4579		185		185		0		34		34		0
762		160		160		0		18		18		0
198		5		5		0		155		155		0
1157		11		11		0		0		0		0
3575		216		216		0		68		68		0
2280		183		183		0		24		24		0
1216		4		4		0		175		175		0
6520		199		199		0		186		186		0
3631		4		4		0		192		192		0
4500		4		4		0		9		9		0
4370		6		6		0		0		0		0
7702		452		452		0		24		24		0
7661		247		236		0		197		197		0
6827		165		164		0		72		72		0
4850		109		109		0		55		55		0
3853		2		2		0		101		57		0
9599		285		285		0		120		91		0
9511		214		214		0		61		61		0
471		5		5		0		63		31		0
5113		3		3		0		99		99		0
771		3		3		0		0		0		0
3804		2		2		0		117		117		0
7234		10		10		0		199		199		0
8900		116		116		0		1		0		0
8522		115		115		0		0		0		0
4620		6		6		0		103		103		0
9952		1516		811		45825		160		128		3168
9895		1085		797		25632		51		14		4884
8113		424		424		0		14		14		0
439		8		8		0		87		87		0
5911		233		233		0		186		186		0
4400		115		115		0		117		117		0
832		6		6		0		107		107		0
2778		11		11		0		0		0		0
4525		4		4		0		0		0		0
6940		85		85		0		0		0		0
4510		10		10		0		73		73		0
6494		9		9		0		27		27		0
9826		354		354		0		101		101		0
5015		189		189		0		107		107		0
571		9		9		0		87		87		0
2045		11		11		0		177		177		0
2082		5		0		0		85		85		0
6683		344		344		0		0		0		0
2953		190		190		0		153		153		0
228		97		97		0		87		87		0
18		11		11		0		78		78		0
7913		11		11		0		0		0		0
2864		7		7		0		130		130		0
5057		9		9		0		0		0		0
5298		1		1		0		94		94		0
9499		902		763		7923		174		34		11480
9356		789		655		1206		108		108		0
1828		1		1		0		49		49		0
6730		306		306		0		101		101		0
4154		172		172		0		128		128		0
1316		1		1		0		163		163		0
6950		327		327		0		30		6		0
5848		177		172		0		143		143		0
2794		8		8		0		164		164		0
4501		1		1		0		141		141		0
4895		2		2		0		161		161		0
8117		302		302		0		165		165		0
5576		163		163		0		131		131		0
2017		10		10		0		130		130		0
2265		11		11		0		146		146		0
3615		3		3		0		79		79		0
6763		74		74		0		0		0		0
3522		11		11		0		60		60		0
6768		33		33		0		122		122		0
5420		3		3		0		26		26		0
9252		595		465		2730		191		190		124
7469		315		315		0		150		150		0
751		11		11		0		136		136		0
7119		216		216		0		92		92		0
5840		74		74		0		142		142		0
727		4		4		0		70		70		0
4986		2		0		0		71		71		0
7019		109		106		0		93		93		0
5039		4		4		0		102		102		0
9168		445		413		0		143		52		2184
7295		294		294		0		150		119		2108
7133		183		183		0		101		101		0
4391		9		9		0		169		169		0
8953		320		320		0		58		58		0
7936		197		191		0		119		119		0
7221		126		126		0		65		65		0
905		7		7		0		88		88		0
7063		121		116		0		0		0		0
3039		8		8		0		108		108		0
5675		5		5		0		101		18		0
7704		55		55		0		0		0		0
3098		10		10		0		0		0		0
7319		3		3		0		43		43		0
8411		198		198		0		128		128		0
3889		9		9		0		179		179		0
9054		453		453		0		66		66		0
8809		292		292		0		137		137		0
207		4		4		0		0		0		0
5631		284		284		0		0		0		0
3611		127		127		0		156		90		0
2531		3		3		0		115		68		0
6970		370		370		0		73		73		0
5893		149		149		0		0		0		0
1220		11		11		0		130		130		0
4799		363		363		0		0		0		0
4376		263		263		0		95		95		0
840		70		70		0		189		189		0
135		9		0		0		51		36		0
6686		10		10		0		42		42		0
9394		254		248		0		69		69		0
8198		200		200		0		48		48		0
6535		88		88		0		111		111		0
520		5		0		0		80		80		0
9764		1447		761		47334		67		50		4692
9729		1006		735		24119		40		26		2646
7432		230		230		0		156		34		0
907		5		5		0		145		145		0
3920		189		189		0		40		40		0
920		6		6		0		179		179		0
6705		21		21		0		169		169		0
1079		2		2		0		14		14		0
2528		2		2		0		106		106		0
1284		3		3		0		0		0		0
8599		307		307		0		32		32		0
5723		158		158		0		55		55		0
77		11		0		0		9		9		0
868		5		5		0		153		153		0
5227		10		10		0		42		42		0
5382		5		5		0		0		0		0
1488		5		0		0		83		83		0
7157		189		179		0		118		118		0
2554		9		9		0		148		148		0
6069		9		9		0		170		170		0
3065		8		8		0		148		148		0
8003		97		97		0		1		1		0
7796		2		2		0		88		88		0
1863		7		7		0		66		34		0
8685		377		371		0		19		19		0
8012		244		244		0		0		0		0
5343		175		175		0		68		68		0
1328		7		7		0		18		18		0
2698		11		0		0		154		154		0
7097		84		84		0		36		36		0
3101		10		10		0		64		64		0
7720		17		17		0		167		167		0
5007		4		4		0		7		7		0
5530		4		4		0		8		8		0
8178		232		232		0		139		139		0
7975		207		207		0		15		15		0
6826		52		52		0		153		153		0
4443		2		2		0		43		43		0
9694		851		685		4648		145		50		0
7699		197		197		0		132		132		0
10		10		10		0		29		29		0
1536		6		6		0		0		0		0
3629		159		159		0		34		34		0
2270		4		4		0		146		146		0
9589		667		659		528		184		26		15800
401		4		4		0		136		136		0
2012		9		9		0		67		67		0
9582		640		640		0		19		19		0
3136		144		144		0		15		15		0
1889		60		60		0		77		77		0
921		3		3		0		51		51		0
9102		437		437		0		200		200		0
3855		1		1		0		0		0		0
8304		150		150		0		0		0		0
6575		10		10		0		133		133		0
7638		402		402		0		25		25		0
7103		269		269		0		124		124		0
6301		182		182		0		86		86		0
268		6		6		0		172		172		0
5090		87		87		0		25		25		0
3801		5		5		0		78		78		0
9087		390		390		0		44		44		0
8325		318		318		0		66		66		0
3412		182		182		0		136		136		0
1637		9		9		0		172		172		0
4819		6		6		0		25		25		0
8292		134		134		0		105		61		0
5433		4		4		0		130		130		0
7642		327		327		0		18		18		0
6419		267		267		0		51		51		0
4481		118		118		0		104		104		0
86		4		4		0		106		106		0
4289		69		69		0		190		190		0
1771		11		11		0		58		58		0
2427		5		5		0		0		0		0
9024		84		84		0		66		66		0
8096		2		2		0		74		74		0
9047		410		410		0		109		109		0
5326		256		246		0		145		145		0
4882		180		174		0		72		72		0
631		3		0		0		44		38		0
3103		1		1		0		173		173		0
6947		270		270		0		128		128		0
5292		124		124		0		93		93		0
280		7		0		0		109		109		0
4977		1		1		0		73		73		0
6852		197		197		0		72		72		0
6047		14		14		0		10		10		0
2150		10		10		0		0		0		0
2692		10		10		0		179		179		0
6769		9		9		0		134		134		0
8779		596		596		0		0		0		0
8374		137		137		0		46		33		0
8049		128		128		0		5		5		0
136		10		10		0		116		116		0
1649		5		5		0		72		72		0
203		2		2		0		42		42		0
4270		10		10		0		0		0		0
8399		431		429		0		157		157		0
414		6		6		0		195		195		0
6286		278		278		0		3		3		0
2154		211		211		0		57		53		0
1092		10		0		0		191		191		0
3227		2		2		0		1		1		0
3465		211		211		0		23		23		0
2456		5		5		0		198		198		0
2784		10		10		0		0		0		0
8039		261		261		0		168		168		0
7856		111		111		0		9		9		0
1342		8		8		0		95		95		0
3836		179		179		0		76		7		0
3503		5		0		0		171		171		0
7413		122		122		0		25		12		0
5436		114		114		0		0		0		0
2846		8		8		0		38		38		0
4878		11		11		0		95		95		0
5680		53		47		0		13		13		0
5309		47		47		0		0		0		0
1683		5		5		0		32		32		0
2279		8		8		0		4		4		0
7941		39		39		0		0		0		0
6115		2		2		0		35		35		0
7694		8		8		0		99		99		0
5081		5		5		0		0		0		0
6379		282		282		0		0		0		0
5412		93		93		0		184		184		0
1702		7		0		0		80		80		0
3940		10		10		0		0		0		0
6147		4		4		0		134		134		0
6968		189		189		0		36		36		0
5683		151		147		0		37		37		0
2510		7		7		0		0		0		0
4326		4		4		0		70		70		0
4806		3		3		0		144		144		0
6407		20		20		0		56		56		0
4780		10		10		0		0		0		0
2074		10		10		0		0		0		0
7455		14		14		0		44		44		0
6351		6		6		0		0		0		0
8363		229		229		0		16		16		0
8290		22		22		0		18		18		0
